employer,headline,occupation,ai_industry,ai_locations,ai_technology
"Swedbank AB","Infrastructure engineer/Software engineer",Systemadministratör,Banking,"Stockholm and Tallinn","Network Analysis,Design,Development,Testing,Maintenance,Switching,Routing,802.1x Protocol,Client Network Design,CISCO Firewalls,DNA,Programming,Scripting (Python and SQL),Azure"
"Swedbank AB","Data Management Sub-Domain Architect",Infrastrukturarkitekt,Banking,"Latvia, Lithuania","Database landscape,Technical infrastructure"
"Swedbank AB","DevOps Engineer","Civilingenjör, systemutveckling",Banking,Sundbyberg,"Ansible,Continuous Integration,Continuous Delivery,Command Line,Linux/Unix Based Systems,Git,Kubernetes Clusters,Security by Code"
"Swedbank AB","RPA Developer",Systemutvecklare/Programmerare,Banking,Sundbyberg,"Robotic Process Automation (RPA),Robotic Desktop Automation (RDA)"
"Swedbank AB","Security Awareness, Culture and Change Specialist","Säkerhetsanalytiker, IT",Banking,"Stockholm, Riga, Tallin, Vilnius","Program management,Transforming culture,Behavioral change,Information security awareness programs,Multi-level stakeholder engagement,Design tools,Multiple channels"
"Swedbank AB","Infrastructure Engineer",Mjukvaruutvecklare,Banking,"Stockholm, Tallinn, Riga","Privileged Access Management (e.g., CyberArk),Infrastructure Directory"
"Swedbank AB","Agile Product Owner",Mjukvaruutvecklare,Banking,"Stockholm, Sundbyberg","Agile Product Owner,Raindance application,IT Service Management,IT Security standards"
"Swedbank AB","Business Controller",Systemutvecklare/Programmerare,Banking,"Tallinn,Stockholm","Microsoft Office package,Excel"
"Swedbank AB","Business Analyst",Systemanalytiker/Systemutredare,Banking,Stockholm,"Agile Product Owner,MVP's,User Stories,Mobile Devices,Browser"
"Swedbank AB","Software Engineer/Tech lead",IT-arkitekt/Lösningsarkitekt,Banking,"Umeå, Stockholm","Java,REST,JavaScript,Typescript,Angular/AngularJS"
"Swedbank AB","Scrum master",IT-strateg,Banking,Stockholm,"Scrum,Agile principles,Software development"
"Swedbank AB","Software Engineer",Mjukvaruutvecklare,Banking,Stockholm,"Java 11,REST,Springboot,Git"
"Swedbank AB","Cyber Security Engineer to Cyber Security Team","Säkerhetsansvarig, IT",Banking,"Sundbyberg, Tallinn","Cloud,DevSecOps,Automation,Log Management and Intelligence (UEBA, SIEM),Vulnerability Management,Malware Protection,Data Leakage Prevention,Network Access Control"
"Swedbank AB","Lead Infrastucture Engineer",IT-arkitekt/Lösningsarkitekt,Banking,Stockholm,"Azure,AWS,RHEL,Java,Docker,K8n,Openshift,Ansible,Puppet,GIT"
"Swedbank AB","Infra & Cloud Engineer, Identity & Access Management",Datasäkerhetsansvarig,Banking,"Stockholm, Tallinn, Riga","Microsoft AD,Azure AD,LDAP,Kerberos,SAML2,OAuth,PowerShell scripting"
"Swedbank AB","Infrastructure Engineer (Linux&Unix)",Infrastrukturarkitekt,Banking,N/A,"Linux,Python,Ansible,Ruby,Shell Script,Red Hat Linux"
"Swedbank AB","DevOps Engineer to Digital Security Team",Datasäkerhetsansvarig,Banking,"Sundbyberg, Vilnius","Angular,AngularJS,Java,REST,Spring framework,Oracle,SQL,GIT,Docker,Kubernetes"
"Swedbank AB","Security Assurance and Reporting Specialist","Säkerhetsanalytiker, IT",Banking,"Stockholm, Riga, Tallin, Vilnius","Security assurance and security audit,GRC tools,BI tools"
"Swedbank AB","Application Performance Monitoring Specialist",Mjukvaruutvecklare,Banking,"Sundbyberg, Stockholm","AppDynamics,Kubernetes"
"Swedbank AB","Software Engineer",Mjukvaruutvecklare,Banking,Stockholm,"Java,REST,SOAP,Angular JS,Angular II,NGRX,Unit-testing,Test development,Automated test"
"Swedbank AB","Scrum Master Mainframe",IT-strateg,Banking,Sundbyberg,"Servant Leadership,Agile Arbetsmetoder,IT-förvaltning/utveckling,Mainframe"
"Swedbank AB","Software Engineer, Digital Banking",Mjukvaruutvecklare,"Digital Banking, Anti Money Laundry (AML), Know Your Customer (KYC) and Digital Onboarding.",Stockholm,"Frontend/Web (HTML, CSS and JavaScript) with framework such as Angular, Spring/Spring boot,Integration technologies such as REST, SOAP, JMS/MQ,Knowledge in SQL database,Java EE,Development tools such as WebSphere, Intellij, Git, Jenkins, Node, Bitbucket, WebStorm,Test framework like Junit, Karma and Postman"
"Swedbank AB","Software Engineer Mainframe/Cobol",Mjukvaruutvecklare,Banking,"Stockholm HQ","Mainframe,Cobol,DB2,Unix,Java"
"Swedbank AB","Senior Manager – Strategy & Transformation Office",Systemanalytiker/Systemutredare,"Financial Services","Stockholm, Sundbyberg","IoT,Cloud,Channel,Daily Banking,Consumer payments"
"Swedbank AB","Software Engineer (Data Infrastructure)",Mjukvaruutvecklare,Banking,"Not mentioned","Teradata ,Enterprise Data Warehouse ,Database Management Systems (DBMS) ,Scripting ,Agile or SAFe framework"
"Swedbank AB","Frontend Developer",Mjukvaruutvecklare,Banking,"Stockholm, Sundbyberg","HTML5,CSS3,JavaScript (Web Components),TypeScript,node.js,Angular or similar,Design systems,Style guides,Component libraries,WebDriver IO or other browser testing tools,Agile practice (test-driven development, scrum, CI/CD etc)"
"Swedbank AB","iOS Developer",Applikationsutvecklare/Apputvecklare,Banking,"Umeå,Stockholm,Vilnius","Swift,Objective-C,Software Development,Agile Methodology,Git,Design Patterns,Architecture"
"Swedbank AB","Software engineer","Civilingenjör, systemutveckling",Banking,"Not Mentioned","Java,Zos,Cobol,VB"
"Swedbank AB","Architect focused on Analytics and Cloud at Anti Financial Crime",IT-arkitekt/Lösningsarkitekt,"Financial Services","Stockholm HQ, Riga, Tallinn, Vilnius","Cloud-based innovations,MLOps,DevSecOps,Solution and domain architecture,Information security,Personal data protection"
"Swedbank AB","Software Engineer",Systemutvecklare/Programmerare,Banking,Sundbyberg,"Oracle SQL Developer,UNIX/LINUX,Microsoft SQL Server,SQL Server Integration Services (SSIS),SQL Server Reporting Services (SSRS),Microsoft SQL Server Analysis Services (SSAS),ETL using Polybase,Cubes processing,Microstrategy"
"Swedbank AB","AI and DevOps Engineer",Systemutvecklare/Programmerare,Banking,Sundbyberg,"Automating cloud infrastructure setup ,Building CI/CD pipelines ,Building end to end monitoring solutions ,Developing other technical capabilities ,Cloud/DevOps Engineer ,Building continues integration and deployment pipelines ,Machine Learning/Statistics ,Software Development ,DevOps in microservice context ,Container technologies (e.g. Docker and Kubernetes) ,Azure, AWS or GCP ,Databricks, Spark, TensorFlow, Pytorch etc."
"Swedbank AB","Software Engineer",Mjukvaruutvecklare,Banking,Swedbank,"Automation ,IaC"
"Söderberg & Partners","Fullstack-utvecklare till ledande bolag",Systemutvecklare/Programmerare,"Financial Services","Stockholm, Sweden","ASP.Net MVC 5/6,SQL,Bootstrap,Javascript,jQuery,C#"
"Swedbank AB","Infra & Cloud Engineer, Identity & Access Management",Datasäkerhetsansvarig,Banking,"Stockholm, Tallinn, Riga","Microsoft AD,Azure AD,LDAP,Kerberos,SAML2,OAuth,PowerShell scripting"
"Swedbank AB","Business Analyst/Scrum Master",Kravanalytiker,Banking,Sundbyberg,"Utveckla, testa, analysera och förvalta system/applikationer,Kvalitetssäkring,Agilt arbetssätt och agilt kravarbete"
"Swedbank AB","Ab Initio Developer","Data Warehouse specialist",Banking,Stockholm,"GDE (Graphical Developer Environment),Control Center,Ab Initio Metadata Hub,Hive,HBase,Azure SQL,Azure Storage,Teradata,Oracle"
"Swedbank AB","Transaction Monitoring and Sanctions Architect to Anti Financial Crime",IT-arkitekt/Lösningsarkitekt,"Financial Crime Prevention","Stockholm,Riga,Tallinn,Vilnius","Cloud-based innovations,Solution and domain architecture,Strategic architecture,Information security,Personal data protection,AML/CTF or Fraud Monitoring deployments"
"Swedbank AB","Network Solution Architect",IT-arkitekt/Lösningsarkitekt,Banking,Stockholm/Tallinn,"Core networking,Firewall,Load balancing,Cyber security,Network automation,Management tools,SDN"
"Swedbank AB","Software Developer in Windows Server Engineering",Mjukvaruutvecklare,Banking,"Not mentioned","Infrastructure as Code,Virtualization,Cloud technologies"
"Swedbank AB","Business Analyst to EIS ART","Civilingenjör, systemutveckling",Banking,"Stockholm,Riga,Tallinn,Vilnius","Business and IT development,Agile way of working,SAFe"
"Swedbank AB","Software Engineer within Anti-Financial Crime",Mjukvaruutvecklare,"Banking, AML, Sanctions","Stockholm, Tallinn, Riga, Vilnius","Java,Python,Shell scripting,XML,SQL (Oracle),Teradata,MQ"
"Swedbank AB","Data Quality Specialist to Group BI","Civilingenjör, systemutveckling",Banking,"Sundbyberg,Vilnius,Tallinn,Riga","Data Quality Management Tool,Business Objects,SQL"
"Swedbank AB","UX Team Manager",Användbarhetsdesigner,Banking,"Stockholm ,Riga ,Tallinn ,Vilnius","UX design ,Customer journey mapping ,Interaction design ,Design driven methodologies ,Agile ways of working"
"Swedbank AB","Strategic Coordinator with a Tech view",IT-strateg,Banking,Stockholm,"Driving tech transformation,Working with new technologies,Working in a cross-functional environment,Working with business leaders,Content production,Project management,Communication and change management,Portfolio management,Executive reporting"
"Swedbank AB","Software Engineer with focus on Teradata and Powercenter",Systemutvecklare/Programmerare,Banking,Stockholm,"Relational Databases ,Teradata ,Powercenter ,Data Warehouse ,Microsoft SQL Server ,SQL Server Integration Services, SSIS"
"Swedbank AB","Business Analyst",Systemanalytiker/Systemutredare,Financial,Stockholm,"Teradata views,SSIS,SQL Server processing,MSSQL Databases,Ambit Focus application,Oracle databases,TDE application (SOL)"
"Swedbank AB","Software Engineer with focus on MS SQL",Systemutvecklare/Programmerare,Banking,Sundbyberg,"Microsoft SQL Server,Oracle SQL Developer,UNIX/LINUX"
"Swedbank AB","Infrastructure Engineer, Privileged Access Management",Mjukvaruutvecklare,Banking,Stockholm,"Privileged Access Management (e.g., CyberArk),Infrastructure Directory"
"Swedbank AB","IT Portfolio Controller","Metodanalytiker, IT",Banking,"Sundbyberg, Stockholm","JIRA,QlikSense,SAFe"
"Swedbank AB","Product Manager to Card Issuing","Projektledare, IT",Banking,Sundbyberg,"SAFe,Scrum,Agile framework"
"Swedbank AB","Application Performance Monitoring Specialist",Mjukvaruutvecklare,Banking,"Sundbyberg, Stockholm","AppDynamics,Kubernetes"
"Swedbank AB","Product Owner to Card Issuing","Projektledare, IT","Card industry","Vilnius,Stockholm","SAFe (Scaled Agile Framework),Scrum,Agile framework"
"Swedbank AB","Development portfolio coordinator",Systemanalytiker/Systemutredare,Banking,Sundbyberg,"Connecting business and IT,Working with Swedish Banking development portfolio,Representing in respective forums,Following up IT services consumed/delivered,Challenging and influencing the decisions of higher management"
"Swedbank AB","Software engineer – PEGA developer to Anti Financial Crime",Mjukvaruutvecklare,"Financial Services","Sundbyberg, Stockholm","PEGA,Oracle,Web Services,MQ,Java/Web development"
"KLARNA AB","Senior SAP Basis",IT-strateg,"Credit and Fraud Risk Management","Stockholm, Sweden","UNIX ,HANA ,LINUX"
"Swedbank AB","Scrum Master to Value stream Accounting Sweden",Systemutvecklare/Programmerare,Banking,Stockholm,"Oracle Cloud,SAFe,Continuous Improvements"
"Swedbank AB","Information Security Manager",IT-säkerhetschef,"Financial Sector","Sundbyberg, Stockholm","IT ,Information Security"
"Swedbank AB","Compliance Officer",IT-säkerhetschef,"Financial Institution",Stockholm,"Financial or Information Security Risks ,Regulatory Compliance Risk ,Methods, controls, and processes ,Assess and provide assurance ,Specialist competence ,Structured and creative mind ,High standards in relation to deliveries and quality"
"Swedbank AB","Software Engineer focused on IBM Integration Platform",Mjukvaruutvecklare,Financial,Stockholm,"Master Data Management (MDM),IBM Integration Bus-platform,Message Broker flows,Java script,Python,SQL,FIX,Swift"
"Swedbank AB","Business Analyst",Systemanalytiker/Systemutredare,"Financial Services",Stockholm,"Master Data Management (MDM),IBM Integration Bus-platform,EVENT BUS,ETL procedure"
"Swedbank AB","Quality Assurance Software Engineer","Civilingenjör, systemutveckling",Banking,Stockholm,"Marketing Automation,Automated Testing Frameworks and Tools,Software Quality Assurance"
"Swedbank AB","Senior API Engineer to Anti Financial Crime",Applikationsutvecklare/Apputvecklare,"Financial Crime,Cyber Security","Riga,Stockholm HQ,Tallinn,Vilnius","API design,Java/Web development,Automated testing,Code review,Container platforms,Git,Linux,JIRA,Swagger,JavaScript,XML,JSON,Oracle,Web Services,MQ"
"Swedbank AB","Quality Assurance Software Engineer",Mjukvaruutvecklare,Banking,Stockholm,"Software Quality Assurance ,Automated Testing Frameworks and Tools ,Software Engineering ,PEGA Sales & Service"
"Swedbank AB","Infrastructure Engineer - Container Platform",Infrastrukturarkitekt,Banking,"Latvia, Lithuania","Containers,Cloud,Red Hat OpenShift,Kubernetes,Docker Swarm,Scripting languages,Integration patterns and API’s,CI/CD tools (Jenkins, Tekton, GitLab, etc.),Infrastructure management tools (Ansible, Terraform, etc.)"
"Swedbank AB","Software Engineer to Markets value stream",Mjukvaruutvecklare,"Financial Services",Stockholm,"Automation and scripting (shell script, Python, bash) ,Development (Java) ,System Integration (Message Broker, Cron, Sterling) ,Rest APIs and/or Web APIs"
"Swedbank AB","Business or Technical Analyst with Scrum Master ambitions","Affärskonsult, IT","Financial Services",Stockholm,"Product Backlog management,System implementation,Testing solutions in dedicated environments,Maintaining existing functionality"
"Swedbank AB","ServiceNow SecOps Software Engineer to the Cyber Security team",Systemanalytiker/Systemutredare,Banking,"Sundbyberg, Tallinn","ServiceNow security modules,MS Office (PowerPoint and Excel),JavaScript development,Web-based technologies (REST),ServiceNow SecOps products,ServiceNow System Administration, SIR and VR"
"Swedbank AB","Cyber Security Engineer to Anti Financial Crime unit",Systemanalytiker/Systemutredare,Banking,"Sundbyberg, Tallinn","Cloud,DevSecOps,Automation,Cyber Defence Centre’s Security Incident Response Team (SIRT),Security Operations Centre (SOC),Threat Intelligence (TI),Network Security,Log Management and Intelligence (UEBA, SIEM),Vulnerability Management,Malware Protection,Data Leakage Prevention,Network Access Control,Database Activity Monitoring"
"Swedbank AB","Software Engineer, Digital Banking",Systemutvecklare/Programmerare,Banking,"Sundbyberg, Umeå","Java,Spring Boot,Junit,Gradle,Angular,Git,Linux,JIRA"
"Swedbank AB","Product Owner to Card Issuing","Projektledare, IT","Card industry","Vilnius,Stockholm","SAFe (Scaled Agile Framework),Scrum,Agile framework"
"Swedbank AB","Product Owner to Cybersecurity services",Systemutvecklare/Programmerare,Banking,"Stockholm, Sundbyberg","SIEM (UEBA),DAM,EDR,FIM,NAC,WAF,DLP,NDR,IDS,NIST Cybersecurity Framework,ICT EBA guidelines,GDPR,PCI-DSS"
"Swedbank AB","Architect – AML Cloud Analytics and Data Lake","Säkerhetsanalytiker, IT",Financial,"Stockholm, Tallinn, Riga, Vilnius","AML (Anti Money Laundering),Datawarehouse,Onpremise data lake,Business Intelligence integrations,Data integrations and applications,Cloud platforms,Core Azure PaaS services,Big data solutions,ETL tool (AbInitio),Azure Machine Learning,Containerization (Kubernetes, Docker),Kafka or Azure Event Hub,DevOps ways of working,Infrastructure as code"
"Swedbank AB","Quality Assurance Software Engineer","Civilingenjör, systemutveckling",Banking,Stockholm,"Marketing Automation,Automated Testing Frameworks and Tools,Software Quality Assurance"
